,Temperature,Humidity,Sound_speed_20,0.05,0.545,1.04,1.535,2.03,2.525,3.0199999999999996,3.5149999999999997,4.01,4.505,5.0
15,30.0,0.0,346.08321692590204,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
16,32.0,0.0,349.51179305097634,40.08863585839502,58.91965086935957,65.62768017420258,73.09942169544017,78.95174230955568,85.27259818395133,90.69173651513641,96.45526520005703,102.5850705070639,107.43674143118763,0.0
17,34.0,0.0,349.56720251117673,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
18,36.0,0.0,349.39549034210654,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
19,38.0,0.0,336.32286995515693,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
20,40.0,0.0,351.88790654623216,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
21,0.0,5.0,362.82986533893836,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783
22,2.0,5.0,355.61453625968653,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783
23,4.0,5.0,339.44488061700457,38.27829736161054,41.98459272639334,43.97021721136937,46.76455788581021,96.45526520005703,102.5850705070639,107.43674143118763,112.51786787588213,119.66846377345345,127.2734854671727,135.36181206126594
24,6.0,5.0,338.93355057872327,37.693204129189006,41.342847853623134,43.29812157776688,45.345868257568206,51.29253525353195,119.66846377345345,129.24908973679953,137.46296748158827,150.77281651675608,254.5469709343454,0.0
25,8.0,5.0,342.8438155951178,36.54971084772008,41.98459272639334,43.97021721136937,46.04975006461351,48.227632600028514,51.29253525353195,52.89727214724615,58.01904944880436,116.03809889760873,121.52601899874426,127.2734854671727
26,10.0,5.0,348.920009494422,36.54971084772008,41.342847853623134,41.98459272639334,43.29812157776688,44.65274545784855,46.04975006461351,48.227632600028514,49.73648103084244,82.68569570724627,85.27259818395133,87.94043442273875
27,12.0,5.0,335.4683625188273,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
28,14.0,5.0,347.1347607052898,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334
29,16.0,5.0,321.0261188597385,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568
30,18.0,5.0,339.15250326847655,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
31,20.0,5.0,348.6607001676101,37.693204129189006,51.29253525353195,85.27259818395133,92.09950012922702,97.95249326022807,104.17744854676172,110.79800446610825,117.83930173871916,127.2734854671727,137.46296748158827,148.4682167655258
32,22.0,5.0,341.4369773923815,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
33,24.0,5.0,346.99272967614013,37.693204129189006,41.342847853623134,43.29812157776688,46.04975006461351,52.89727214724615,0.0,0.0,0.0,0.0,0.0,0.0
34,26.0,5.0,356.52497291703725,38.27829736161054,44.65274545784855,46.04975006461351,48.227632600028514,48.976246630114034,50.50851617956232,51.29253525353195,52.89727214724615,55.39900223305413,58.91965086935957,109.1044295934718
35,28.0,5.0,358.7232381076332,37.11705419138145,62.66403939845544,66.6463866603332,67.68090603063297,70.88181511305702,74.23410838276291,76.55659472322108,78.95174230955568,81.42182441957257,85.27259818395133,87.94043442273875
36,30.0,5.0,347.01457303830546,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855
37,32.0,5.0,375.12121185913844,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495
38,34.0,5.0,348.4898771988051,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
39,36.0,5.0,365.12960003881165,35.99103948723757,38.872472711048495,40.71091220978629,54.5522147967359,60.76300949937213,64.62454486839977,67.68090603063297,70.88181511305702,74.23410838276291,77.744945422097,80.17727171679005
40,38.0,5.0,362.07491091807753,37.693204129189006,41.342847853623134,43.29812157776688,45.345868257568206,48.976246630114034,89.3054909156971,92.09950012922702,94.98092264069919,99.47296206168487,104.17744854676172,107.43674143118763
41,40.0,5.0,351.84860138186343,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
42,0.0,10.0,343.46864388298707,36.54971084772008,40.08863585839502,44.65274545784855,47.490461320349596,52.08872427338086,54.5522147967359,58.01904944880436,62.66403939845544,66.6463866603332,68.73148374079413,73.09942169544017
43,2.0,10.0,353.63524254010684,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502
44,4.0,10.0,339.49191685912234,37.11705419138145,73.09942169544017,77.744945422097,85.27259818395133,90.69173651513641,96.45526520005703,104.17744854676172,109.1044295934718,116.03809889760873,125.32807879691089,135.36181206126594
45,6.0,10.0,345.78471960858104,37.11705419138145,41.98459272639334,45.345868257568206,64.62454486839977,66.6463866603332,68.73148374079413,71.98207897447516,74.23410838276291,77.744945422097,80.17727171679005,82.68569570724627
46,8.0,10.0,350.45614927365773,37.11705419138145,47.490461320349596,52.08872427338086,54.5522147967359,57.13221394346994,58.91965086935957,61.70620407412351,64.62454486839977,66.6463866603332,67.68090603063297,69.79836905659798
47,10.0,10.0,356.0817368503181,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937
48,12.0,10.0,360.14250688208034,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.71091220978629
49,14.0,10.0,337.8740748686045,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
50,16.0,10.0,328.53077461745914,37.11705419138145,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937
51,18.0,10.0,340.0206633872534,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
52,20.0,10.0,366.09695477774744,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783
53,22.0,10.0,341.90287167400606,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
54,24.0,10.0,342.10975439467524,37.11705419138145,38.27829736161054,40.08863585839502,41.342847853623134,42.63629909197568,43.97021721136937,44.65274545784855,46.04975006461351,46.76455788581021,48.227632600028514,49.73648103084244
55,26.0,10.0,346.8562709411525,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351
56,28.0,10.0,334.5826441891872,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,53.718370715593814,53.718370715593814
57,30.0,10.0,347.95644626795007,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688
58,32.0,10.0,365.74442675159247,38.27829736161054,49.73648103084244,52.08872427338086,54.5522147967359,56.258933937941066,58.01904944880436,60.76300949937213,62.66403939845544,64.62454486839977,66.6463866603332,68.73148374079413
59,34.0,10.0,348.6276245889198,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
60,36.0,10.0,362.60483473112976,37.11705419138145,41.342847853623134,42.63629909197568,44.65274545784855,48.976246630114034,80.17727171679005,82.68569570724627,85.27259818395133,89.3054909156971,92.09950012922702,94.98092264069919
61,38.0,10.0,351.0252165053489,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
62,40.0,10.0,353.85874536613545,37.11705419138145,38.27829736161054,40.08863585839502,41.342847853623134,42.63629909197568,43.97021721136937,44.65274545784855,46.04975006461351,48.227632600028514,51.29253525353195,52.89727214724615
63,0.0,15.0,345.6492091608797,37.693204129189006,49.73648103084244,52.08872427338086,54.5522147967359,57.13221394346994,58.91965086935957,60.76300949937213,63.63674273358635,65.62768017420258,67.68090603063297,69.79836905659798
64,2.0,15.0,340.27252665853933,37.693204129189006,41.342847853623134,42.63629909197568,44.65274545784855,48.976246630114034,87.94043442273875,90.69173651513641,94.98092264069919,99.47296206168487,104.17744854676172,109.1044295934718
65,4.0,15.0,351.03639316076027,37.693204129189006,40.71091220978629,44.65274545784855,46.76455788581021,48.976246630114034,50.50851617956232,52.08872427338086,53.718370715593814,54.5522147967359,57.13221394346994,58.01904944880436
66,6.0,15.0,372.6142788562373,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495
67,8.0,15.0,345.0974254636513,37.11705419138145,41.342847853623134,43.29812157776688,46.04975006461351,74.23410838276291,77.744945422097,81.42182441957257,83.96918545278668,87.94043442273875,92.09950012922702,96.45526520005703
68,10.0,15.0,334.2327047838477,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
69,12.0,15.0,359.881469928843,35.99103948723757,36.54971084772008,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855
70,14.0,15.0,337.24878406900984,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
71,16.0,15.0,346.7744472053597,37.11705419138145,39.47587115477783,41.342847853623134,42.63629909197568,44.65274545784855,46.04975006461351,51.29253525353195,127.2734854671727,133.2927733206664,141.76363022611403,150.77281651675608
72,18.0,15.0,338.9700230591853,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
73,20.0,15.0,327.09795137292133,35.99103948723757,36.54971084772008,37.693204129189006,38.872472711048495,45.345868257568206,45.345868257568206,46.04975006461351,46.04975006461351,46.04975006461351,46.76455788581021,46.76455788581021
74,22.0,15.0,361.1438679245283,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,43.29812157776688,45.345868257568206,65.62768017420258,66.6463866603332,68.73148374079413
75,24.0,15.0,366.2600749847575,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629
76,26.0,15.0,360.44724883120284,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334
77,28.0,15.0,350.2390520514002,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351
78,30.0,15.0,358.08824723516904,36.54971084772008,41.342847853623134,42.63629909197568,43.29812157776688,44.65274545784855,46.04975006461351,46.76455788581021,48.227632600028514,49.73648103084244,51.29253525353195,56.258933937941066
79,32.0,15.0,373.8745612696475,35.99103948723757,38.27829736161054,39.47587115477783,40.71091220978629,42.63629909197568,43.97021721136937,44.65274545784855,46.04975006461351,46.76455788581021,48.227632600028514,49.73648103084244
80,34.0,15.0,351.50085284787434,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688
81,36.0,15.0,355.4215896452232,38.27829736161054,44.65274545784855,52.89727214724615,123.41240814824702,133.2927733206664,148.4682167655258,346.384972622135,0.0,0.0,0.0,0.0
82,38.0,15.0,350.7795100222718,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
83,40.0,15.0,360.0176335167437,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
84,0.0,20.0,344.28379602160953,36.54971084772008,45.345868257568206,47.490461320349596,49.73648103084244,68.73148374079413,70.88181511305702,73.09942169544017,74.23410838276291,76.55659472322108,78.95174230955568,81.42182441957257
85,2.0,20.0,340.5352813083968,37.11705419138145,41.342847853623134,42.63629909197568,45.345868257568206,81.42182441957257,83.96918545278668,87.94043442273875,92.09950012922702,96.45526520005703,101.01703235912464,105.7945442944923
86,4.0,20.0,328.8688700632383,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
87,6.0,20.0,343.14793488748495,37.11705419138145,41.342847853623134,43.29812157776688,74.23410838276291,77.744945422097,81.42182441957257,85.27259818395133,89.3054909156971,93.52911577162043,99.47296206168487,104.17744854676172
88,8.0,20.0,349.10783553141977,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334
89,10.0,20.0,333.97452402950495,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,45.345868257568206
90,12.0,20.0,340.94598982573865,37.11705419138145,39.47587115477783,41.342847853623134,43.29812157776688,44.65274545784855,46.04975006461351,48.976246630114034,56.258933937941066,0.0,0.0,0.0
91,14.0,20.0,336.61552553240216,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
92,16.0,20.0,363.2540292993405,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783
93,18.0,20.0,334.3289918578382,37.11705419138145,45.345868257568206,46.76455788581021,48.976246630114034,50.50851617956232,52.08872427338086,62.66403939845544,62.66403939845544,63.63674273358635,63.63674273358635,64.62454486839977
94,20.0,20.0,340.29353210796796,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
95,22.0,20.0,352.56307761184496,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334
96,24.0,20.0,342.85980843388484,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
97,26.0,20.0,357.35701667666086,37.693204129189006,41.342847853623134,43.29812157776688,67.68090603063297,69.79836905659798,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,85.27259818395133,87.94043442273875
98,28.0,20.0,346.2462509617952,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
99,30.0,20.0,358.6590543112283,37.11705419138145,65.62768017420258,68.73148374079413,73.09942169544017,75.38640825837804,78.95174230955568,82.68569570724627,86.59624315553374,90.69173651513641,93.52911577162043,97.95249326022807
100,32.0,20.0,356.432762717618,37.11705419138145,38.872472711048495,39.47587115477783,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,44.65274545784855,45.345868257568206,45.345868257568206
101,34.0,20.0,343.45794392523374,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
102,36.0,20.0,334.90788134692207,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
103,38.0,20.0,351.8766756032172,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855
104,40.0,20.0,382.055440401123,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783
105,0.0,25.0,339.7691726890303,35.99103948723757,37.693204129189006,38.872472711048495,40.08863585839502,41.342847853623134,43.29812157776688,44.65274545784855,46.76455788581021,50.50851617956232,53.718370715593814,56.258933937941066
106,2.0,25.0,353.14537707183507,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502
107,4.0,25.0,337.19205419540316,37.11705419138145,38.872472711048495,40.71091220978629,42.63629909197568,43.29812157776688,45.345868257568206,48.227632600028514,52.89727214724615,59.83423188672673,0.0,0.0
108,6.0,25.0,351.2862701154218,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.97021721136937,44.65274545784855
109,8.0,25.0,347.3589691078939,38.872472711048495,43.29812157776688,60.76300949937213,63.63674273358635,66.6463866603332,68.73148374079413,71.98207897447516,74.23410838276291,77.744945422097,80.17727171679005,82.68569570724627
110,10.0,25.0,334.20230986086267,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855
111,12.0,25.0,348.3742534837425,37.11705419138145,46.76455788581021,67.68090603063297,70.88181511305702,74.23410838276291,76.55659472322108,80.17727171679005,82.68569570724627,86.59624315553374,89.3054909156971,93.52911577162043
112,14.0,25.0,331.13080042048364,38.872472711048495,43.29812157776688,44.65274545784855,46.76455788581021,48.227632600028514,58.01904944880436,58.91965086935957,58.91965086935957,59.83423188672673,59.83423188672673,59.83423188672673
113,16.0,25.0,338.0916604057101,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
114,18.0,25.0,351.6465991547724,37.11705419138145,66.6463866603332,69.79836905659798,73.09942169544017,75.38640825837804,78.95174230955568,82.68569570724627,86.59624315553374,89.3054909156971,93.52911577162043,97.95249326022807
115,20.0,25.0,359.2051628193596,35.99103948723757,36.54971084772008,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,42.63629909197568,77.744945422097,78.95174230955568
116,22.0,25.0,350.5508656460152,37.11705419138145,38.872472711048495,41.342847853623134,43.29812157776688,44.65274545784855,46.04975006461351,112.51786787588213,119.66846377345345,127.2734854671727,135.36181206126594,143.96415794895032
117,24.0,25.0,345.9529001992563,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
118,26.0,25.0,360.1009879987186,35.99103948723757,37.693204129189006,40.08863585839502,42.63629909197568,53.718370715593814,58.01904944880436,63.63674273358635,66.6463866603332,69.79836905659798,71.98207897447516,75.38640825837804
119,28.0,25.0,345.17305615128134,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
120,30.0,25.0,355.88050162204036,37.11705419138145,75.38640825837804,80.17727171679005,85.27259818395133,90.69173651513641,96.45526520005703,101.01703235912464,107.43674143118763,112.51786787588213,119.66846377345345,127.2734854671727
121,32.0,25.0,348.23670620192996,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
122,34.0,25.0,372.9727231372644,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.98459272639334,43.97021721136937,44.65274545784855,47.490461320349596,50.50851617956232,52.08872427338086
123,36.0,25.0,350.55643879173294,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688
124,38.0,25.0,352.4222033979573,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
125,40.0,25.0,358.55407580857604,35.99103948723757,37.693204129189006,39.47587115477783,40.71091220978629,43.29812157776688,131.25536034840516,155.489890844194,0.0,0.0,0.0,0.0
126,0.0,30.0,329.7344179925828,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
127,2.0,30.0,339.97872242009356,38.27829736161054,42.63629909197568,46.04975006461351,81.42182441957257,85.27259818395133,89.3054909156971,93.52911577162043,97.95249326022807,104.17744854676172,107.43674143118763,112.51786787588213
128,4.0,30.0,334.77567752220455,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
129,6.0,30.0,359.7624034456688,35.99103948723757,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,43.97021721136937,44.65274545784855,46.76455788581021,48.227632600028514
130,8.0,30.0,370.9872804360994,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334
