,Temperature,Humidity,Sound_speed_20,0.05,0.5,0.9500000000000001,1.4000000000000001,1.85,2.3,2.75,3.1999999999999997,3.65,4.1,4.55,5.0
49,14.0,10.0,336.1075544174136,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206
50,16.0,10.0,363.5437098512878,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783
51,18.0,10.0,339.0065033900651,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
52,20.0,10.0,358.69989588755857,37.693204129189006,40.71091220978629,44.65274545784855,46.76455788581021,49.73648103084244,52.08872427338086,52.89727214724615,54.5522147967359,57.13221394346994,58.91965086935957,60.76300949937213,62.66403939845544
53,22.0,10.0,349.013897242711,37.11705419138145,38.872472711048495,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,45.345868257568206,46.04975006461351,47.490461320349596,48.976246630114034,49.73648103084244,51.29253525353195
54,24.0,10.0,364.19595633218466,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.98459272639334
55,26.0,10.0,346.32782559527556,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351
56,28.0,10.0,370.57094423304517,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783
57,30.0,10.0,357.6816390091975,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
58,32.0,10.0,358.6182220342843,37.11705419138145,39.47587115477783,41.98459272639334,46.04975006461351,57.13221394346994,67.68090603063297,74.23410838276291,78.95174230955568,83.96918545278668,90.69173651513641,96.45526520005703,102.5850705070639
59,34.0,10.0,355.68304894823666,36.54971084772008,43.97021721136937,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,47.490461320349596,48.227632600028514,48.976246630114034,48.976246630114034,49.73648103084244,49.73648103084244
60,36.0,10.0,351.92722049317695,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021
61,38.0,10.0,356.6576086956521,36.54971084772008,42.63629909197568,43.97021721136937,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034,48.976246630114034,49.73648103084244
62,40.0,10.0,367.66544945225354,37.11705419138145,46.76455788581021,64.62454486839977,66.6463866603332,68.73148374079413,70.88181511305702,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,82.68569570724627,86.59624315553374
63,0.0,15.0,341.8657653607033,38.27829736161054,42.63629909197568,45.345868257568206,66.6463866603332,68.73148374079413,71.98207897447516,74.23410838276291,76.55659472322108,78.95174230955568,81.42182441957257,83.96918545278668,87.94043442273875
64,2.0,15.0,352.63667540701596,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688
65,4.0,15.0,336.4665669728691,37.11705419138145,38.872472711048495,40.08863585839502,41.98459272639334,43.29812157776688,44.65274545784855,46.04975006461351,48.227632600028514,51.29253525353195,53.718370715593814,58.01904944880436,61.70620407412351
66,6.0,15.0,345.3244170203436,38.27829736161054,41.98459272639334,44.65274545784855,67.68090603063297,69.79836905659798,73.09942169544017,75.38640825837804,77.744945422097,80.17727171679005,82.68569570724627,85.27259818395133,89.3054909156971
67,8.0,15.0,350.75161059413034,37.693204129189006,47.490461320349596,50.50851617956232,52.89727214724615,54.5522147967359,57.13221394346994,58.91965086935957,60.76300949937213,62.66403939845544,64.62454486839977,66.6463866603332,67.68090603063297
68,10.0,15.0,334.88753550111636,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351
69,12.0,15.0,362.90636437880335,35.99103948723757,36.54971084772008,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.97021721136937,43.97021721136937
70,14.0,15.0,336.5846956999588,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
71,16.0,15.0,352.08165717910487,36.54971084772008,38.27829736161054,40.08863585839502,41.98459272639334,44.65274545784855,48.227632600028514,54.5522147967359,58.01904944880436,64.62454486839977,68.73148374079413,74.23410838276291,77.744945422097
72,18.0,15.0,339.1733706603498,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
73,20.0,15.0,348.13224288736626,37.693204129189006,41.342847853623134,43.29812157776688,44.65274545784855,46.76455788581021,53.718370715593814,112.51786787588213,119.66846377345345,125.32807879691089,133.2927733206664,141.76363022611403,153.11318944644216
74,22.0,15.0,328.6365802314142,35.99103948723757,38.872472711048495,40.08863585839502,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688
75,24.0,15.0,358.74458807606356,35.99103948723757,37.693204129189006,38.872472711048495,40.71091220978629,55.39900223305413,58.91965086935957,81.42182441957257,83.96918545278668,86.59624315553374,87.94043442273875,89.3054909156971,92.09950012922702
76,26.0,15.0,385.339844642914,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054
77,28.0,15.0,346.4366515837104,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
78,30.0,15.0,372.0625774749293,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.71091220978629
79,32.0,15.0,333.70664083782316,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
80,34.0,15.0,348.77099743760084,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
81,36.0,15.0,406.70233478827697,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,37.693204129189006,38.27829736161054
82,38.0,15.0,351.84860138186343,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568
83,40.0,15.0,354.5586107091172,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
84,0.0,20.0,321.1242991334741,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568
85,2.0,20.0,340.0363939178978,38.27829736161054,42.63629909197568,46.04975006461351,78.95174230955568,82.68569570724627,87.94043442273875,90.69173651513641,94.98092264069919,99.47296206168487,104.17744854676172,109.1044295934718,116.03809889760873
86,4.0,20.0,340.4458992094862,37.11705419138145,54.5522147967359,67.68090603063297,74.23410838276291,78.95174230955568,85.27259818395133,90.69173651513641,96.45526520005703,102.5850705070639,109.1044295934718,114.26442788693988,123.41240814824702
87,6.0,20.0,347.54511781858304,38.27829736161054,52.08872427338086,53.718370715593814,56.258933937941066,58.01904944880436,60.76300949937213,63.63674273358635,65.62768017420258,67.68090603063297,69.79836905659798,71.98207897447516,74.23410838276291
88,8.0,20.0,334.14660019094094,37.11705419138145,39.47587115477783,41.98459272639334,44.65274545784855,57.13221394346994,65.62768017420258,71.98207897447516,77.744945422097,82.68569570724627,87.94043442273875,0.0,0.0
89,10.0,20.0,334.09090909090907,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
90,12.0,20.0,350.3280850320142,37.11705419138145,40.71091220978629,54.5522147967359,60.76300949937213,63.63674273358635,66.6463866603332,68.73148374079413,70.88181511305702,74.23410838276291,75.38640825837804,77.744945422097,81.42182441957257
91,14.0,20.0,343.479344507446,37.11705419138145,39.47587115477783,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,45.345868257568206,46.04975006461351,46.76455788581021,48.227632600028514,48.976246630114034,49.73648103084244
92,16.0,20.0,340.49847123135373,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351
93,18.0,20.0,361.7600735004593,37.11705419138145,46.04975006461351,46.76455788581021,48.227632600028514,49.73648103084244,50.50851617956232,52.08872427338086,52.89727214724615,53.718370715593814,54.5522147967359,56.258933937941066,57.13221394346994
94,20.0,20.0,361.1858438979852,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,69.79836905659798
95,22.0,20.0,347.17848595541,37.11705419138145,40.08863585839502,43.97021721136937,75.38640825837804,114.26442788693988,150.77281651675608,374.1164630864817,0.0,0.0,0.0,0.0,0.0
96,24.0,20.0,345.1676528599606,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688
97,26.0,20.0,350.75719012471376,37.11705419138145,40.71091220978629,82.68569570724627,96.45526520005703,107.43674143118763,117.83930173871916,129.24908973679953,143.96415794895032,254.5469709343454,0.0,0.0,0.0
98,28.0,20.0,346.28975265017664,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206
99,30.0,20.0,350.6735158001876,37.693204129189006,96.45526520005703,107.43674143118763,119.66846377345345,133.2927733206664,155.489890844194,0.0,0.0,0.0,0.0,0.0,0.0
100,32.0,20.0,347.3972775397025,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
101,34.0,20.0,373.2006252932863,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937
102,36.0,20.0,365.21739130434787,37.11705419138145,41.98459272639334,43.97021721136937,62.66403939845544,64.62454486839977,66.6463866603332,68.73148374079413,70.88181511305702,73.09942169544017,75.38640825837804,77.744945422097,80.17727171679005
103,38.0,20.0,350.835322195704,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
104,40.0,20.0,370.3133288704505,35.99103948723757,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,44.65274545784855,53.718370715593814,57.13221394346994,62.66403939845544,65.62768017420258,67.68090603063297
105,0.0,25.0,336.89839572192517,38.27829736161054,42.63629909197568,45.345868257568206,51.29253525353195,96.45526520005703,102.5850705070639,107.43674143118763,112.51786787588213,117.83930173871916,125.32807879691089,133.2927733206664,141.76363022611403
106,2.0,25.0,353.776868136484,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502
107,4.0,25.0,364.3049079287659,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502
108,6.0,25.0,343.09988018734344,37.11705419138145,40.71091220978629,44.65274545784855,53.718370715593814,60.76300949937213,67.68090603063297,74.23410838276291,78.95174230955568,85.27259818395133,90.69173651513641,96.45526520005703,102.5850705070639
109,8.0,25.0,354.6823429191297,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568
110,10.0,25.0,334.78584334148155,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937
111,12.0,25.0,353.6591511928382,35.99103948723757,37.11705419138145,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,46.04975006461351
112,14.0,25.0,349.15205928459454,36.54971084772008,43.29812157776688,46.04975006461351,46.76455788581021,48.976246630114034,51.29253525353195,55.39900223305413,92.09950012922702,94.98092264069919,97.95249326022807,101.01703235912464,104.17744854676172
113,16.0,25.0,338.87104458344214,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937
114,18.0,25.0,334.3492698903698,39.47587115477783,43.29812157776688,44.65274545784855,45.345868257568206,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244,50.50851617956232,51.29253525353195,51.29253525353195
115,20.0,25.0,340.830048690007,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206
116,22.0,25.0,374.41709122042266,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.98459272639334
117,24.0,25.0,342.67864358312875,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
118,26.0,25.0,353.4163581285762,37.11705419138145,67.68090603063297,75.38640825837804,81.42182441957257,87.94043442273875,92.09950012922702,97.95249326022807,104.17744854676172,109.1044295934718,116.03809889760873,121.52601899874426,129.24908973679953
119,28.0,25.0,345.1352366641623,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
120,30.0,25.0,374.378226382926,35.99103948723757,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855,46.04975006461351
121,32.0,25.0,347.3699135119807,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
